Name;ID;Initial Class;Age;Gender;Birth Month;Birth Day;Support Type;Innate Prof.;Sub Proficiency;Level;Internal Level;HP Base;Str Base;Mag Base;Dex Base;Spd Base;Def Base;Res Base;Lck Base;Bld Base;Mov Base;SP;HP Growth;Str Growth;Mag Growth;Dex Growth;Spd Growth;Def Growth;Res Growth;Lck Growth;Bld Growth;HP Cap+;Str Cap+;Mag Cap+;Dex Cap+;Spd Cap+;Def Cap+;Res Cap+;Lck Cap+;Common Skills;Normal Skills;Hard Skills;Maddening Skills;Engage Skills;Origin;Description;HP Base Hard;Str Base Hard;Mag Base Hard;Dex Base Hard;Spd Base Hard;Def Base Hard;Res Base Hard;Lck Base Hard;Bld Base Hard;Mov Base Hard;HP Base Maddening;Str Base Maddening;Mag Base Maddening;Dex Base Maddening;Spd Base Maddening;Def Base Maddening;Res Base Maddening;Lck Base Maddening;Bld Base Maddening;Mov Base Maddening
Fabrication;PID_M002_???_?????;Archer;---;Female;---;---;Default;---;---;3;0;19;4;0;9;3;1;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;21;7;0;10;6;3;2;0;4;4;21;8;1;13;6;6;3;2;4;4
Abyme;PID_M003_??????_??;Axe Armor;---;Female;---;---;Default;---;---;7;0;30;8;0;8;1;11;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Foe with Death Convo);(Hit/Avoid -10);Stalwart;Veteran+;---;---;The leader of a mysterious troop. Clearly devoted to her duty.;31;11;0;9;3;13;1;0;8;4;32;12;1;10;3;14;2;0;8;4
Unknown Soldier;PID_M003_??????_????????;Lance Fighter;---;Male;---;---;Default;---;---;4;0;23;6;2;8;4;3;1;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;Mysterious foreign troops who attacked without warning.;26;9;3;10;7;5;3;0;5;4;26;9;3;10;7;5;4;0;5;4
Unknown Soldier;PID_M003_??????_????????;Sword Fighter;---;Male;---;---;Default;---;---;4;0;20;4;0;7;6;2;1;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;Mysterious foreign troops who attacked without warning.;22;6;0;9;10;4;3;0;5;4;23;7;1;9;10;4;4;0;5;4
Unknown Soldier;PID_M003_??????_?????;Archer;---;Female;---;---;Default;---;---;4;0;19;5;0;9;3;1;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;Mysterious foreign troops who attacked without warning.;21;8;0;11;6;3;2;0;4;4;22;8;1;11;6;3;3;0;4;4
Unknown Soldier;PID_M003_??????_???????;Lance Flier;---;Female;---;---;Default;---;---;5;0;21;4;2;8;8;2;6;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;Mysterious foreign troops who attacked without warning.;23;7;4;9;11;5;9;0;4;5;23;7;4;10;11;5;9;0;4;5
Unknown Soldier;PID_M003_??????_???????_????;Lance Flier;---;Female;---;---;Default;---;---;5;0;21;4;2;8;8;2;6;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;Mysterious foreign troops who attacked without warning.;23;7;4;9;11;5;9;0;4;5;23;7;4;10;11;5;9;0;4;5
Rodine;PID_M004_??????_??;Lance Armor;---;Male;---;---;Default;---;---;10;0;35;8;0;9;3;13;2;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Foe with Death Convo);(Hit/Avoid -10);Stalwart;Veteran+;---;---;A general of Elusia. Commands Corrupted under his nation's flag.;34;13;0;11;3;18;2;0;9;4;35;14;2;12;5;20;4;0;9;4
Ruffian;PID_M004_??;Barbarian;---;Male;---;---;Default;---;---;7;0;29;8;0;2;5;2;0;0;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;One of a band of ruffians who have chosen destruction and pillaging as their livelihood.;32;13;0;3;7;4;2;0;10;4;33;14;1;4;8;5;3;0;10;4
Corrupted;PID_M004_???_???????;Lance Armor;---;Female;---;---;Default;---;---;7;0;28;7;0;8;1;10;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;31;11;0;9;1;14;1;0;8;4;32;12;1;10;1;14;2;0;8;4
Corrupted;PID_M004_???_???????;Axe Armor;---;Male;---;---;Default;---;---;7;0;28;7;0;8;0;10;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;31;11;0;9;1;14;1;0;8;4;32;12;1;10;1;14;2;0;8;4
Corrupted;PID_M004_???_????????;Lance Fighter;---;Male;---;---;Default;---;---;6;0;25;6;2;9;5;3;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;27;10;4;11;8;6;4;0;6;4;28;10;4;12;8;6;5;0;6;4
Corrupted;PID_M004_???_?????;Archer;---;Female;---;---;Default;---;---;6;0;21;5;0;10;4;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;23;9;1;12;7;4;3;0;5;4;24;9;1;13;7;4;4;0;5;4
Corrupted;PID_M004_???_??????;Axe Cavalier;---;Male;---;---;Default;---;---;7;0;26;5;1;10;6;3;1;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;28;9;2;11;10;7;4;1;7;5;29;10;3;12;10;7;6;1;7;5
Corrupted;PID_M004_???_???;Mage;---;Female;---;---;Default;---;---;6;0;19;1;6;7;5;0;6;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;20;2;10;8;8;3;10;0;5;4;20;3;11;9;8;3;11;0;5;4
Corrupted;PID_M004_???_???????_??;Sword Flier;---;Female;---;---;Default;---;---;6;0;23;4;3;8;8;1;5;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;25;7;4;10;12;5;9;2;5;5;26;8;5;11;12;5;10;2;5;5
Corrupted;PID_M004_???_???????;Sword Flier;---;Female;---;---;Default;---;---;7;0;23;4;3;9;9;2;6;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;26;8;4;11;12;5;9;2;5;5;26;9;5;12;12;5;11;2;5;5
Corrupted;PID_M004_???_????;Mage;---;Female;---;---;Default;---;---;7;0;19;1;6;7;5;0;6;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Critical 0);(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;20;2;10;8;7;3;10;0;5;4;21;3;11;9;7;4;12;0;5;4
Corrupted;PID_S001_???_??;Archer;---;Female;---;---;Default;---;---;11;0;31;5;0;13;8;7;4;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Foe with Death Convo);(Hit/Avoid -20);---;Unbreakable;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;34;9;1;16;9;10;7;4;6;4;38;11;3;19;10;13;10;5;6;4
Corrupted;PID_S001_???_????????_?;Axe Fighter;---;Female;---;---;Default;---;---;7;0;29;8;0;1;6;3;2;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;33;11;0;2;7;5;3;0;7;4;33;11;1;3;7;6;4;0;7;4
Corrupted;PID_S001_???_?????_?;Archer;---;Male;---;---;Default;---;---;7;0;21;6;0;11;6;2;1;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;24;9;1;13;8;4;3;0;5;4;24;9;2;14;7;5;4;0;5;4
Corrupted;PID_S001_???_??????_?;Sword Cavalier;---;Male;---;---;Default;---;---;8;0;26;7;1;10;8;5;3;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;30;10;2;12;10;8;5;0;6;5;30;11;3;13;9;9;6;0;6;5
Corrupted;PID_S001_???_???????;Lance Flier;---;Female;---;---;Default;---;---;8;0;24;6;3;9;9;4;8;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;27;9;5;12;11;6;10;0;5;5;27;9;6;12;11;7;11;0;5;5
Corrupted;PID_S001_???_????????;Axe Fighter;---;Female;---;---;Default;---;---;8;0;30;10;0;1;6;3;1;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;34;13;0;2;8;5;2;0;8;4;34;14;1;3;7;7;3;0;8;4
Corrupted;PID_S001_???_?????;Archer;---;Male;---;---;Default;---;---;7;0;21;7;0;11;6;2;1;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;24;10;1;13;8;4;3;0;5;4;24;10;2;14;7;5;4;0;5;4
Corrupted;PID_S001_???_??????;Sword Cavalier;---;Male;---;---;Default;---;---;8;0;26;7;1;10;8;5;3;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;30;10;2;12;10;8;5;0;7;5;30;11;3;13;9;9;6;0;7;5
Corrupted;PID_S001_???_???;Mage;---;Male;---;---;Default;---;---;7;0;19;1;8;7;7;1;8;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;20;2;11;9;9;3;11;0;5;4;21;3;11;9;8;4;12;0;5;4
Corrupted;PID_S001_???_??;Barbarian;---;Female;---;---;Default;---;---;7;0;29;10;0;2;6;2;0;0;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;33;13;0;4;7;4;2;0;10;4;33;14;1;4;7;5;3;0;10;4
Sean;PID_S001_???_??;Martial Monk;---;Male;---;---;Default;---;---;6;0;23;5;7;8;9;6;11;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Foe Critical 0);---;---;---;---;---;Runs the only clinic in the village by the tea fields. Jean's father.;24;5;8;8;9;6;11;4;4;4;25;6;8;9;10;7;12;4;4;4
Firenese Villager;PID_S001_??_???;Villager;---;Male;---;---;Default;---;---;5;0;21;2;1;8;8;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Foe Critical 0);---;---;---;---;---;A citizen of the Kingdom of Firene.;22;3;1;9;8;5;4;4;5;4;23;2;1;8;8;5;4;4;4;4
Firenese Villager;PID_S001_??_???;Villager;---;Female;---;---;Default;---;---;5;0;21;2;1;8;8;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Foe Critical 0);---;---;---;---;---;A citizen of the Kingdom of Firene.;22;3;1;9;8;5;4;4;5;4;23;2;1;8;8;5;4;4;4;4
Firenese Villager;PID_S001_??_??;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Anje;PID_S001_???_??;Villager;---;Female;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;#N/A;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Firenese Villager;PID_S001_??_???;Villager;---;Male;---;---;Default;---;---;1;0;18;1;0;6;5;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Kingdom of Firene.;18;1;0;6;5;2;2;3;4;4;18;1;0;6;5;2;2;3;4;4
Nelucce;PID_M005_Irc_??;Axe Fighter;---;Male;---;---;Default;---;---;12;0;34;12;0;7;8;6;3;8;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Stuck), (Foe with Death Convo);(Hit/Avoid -10);---;Unbreakable;---;---;A general of Elusia. Deployed to Firene to steal an Emblem Ring.;38;17;1;8;9;10;5;9;10;4;39;19;2;10;9;13;7;9;10;4
Elusian Soldier;PID_M005_Irc_????????;Sword Fighter;---;Male;---;---;Default;---;---;9;0;24;5;0;10;11;2;1;2;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;26;9;1;11;13;6;5;2;6;4;27;10;2;13;13;8;7;2;6;4
Elusian Soldier;PID_M005_Irc_????????;Axe Fighter;---;Male;---;---;Default;---;---;8;0;30;9;0;6;6;1;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;33;13;0;7;7;5;2;0;8;4;34;14;1;8;7;7;3;0;8;4
Elusian Soldier;PID_M005_Irc_???????;Lance Armor;---;Male;---;---;Default;---;---;9;0;30;8;0;9;2;12;0;1;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;33;12;0;10;3;17;2;1;9;4;34;14;2;11;3;19;3;1;9;4
Elusian Soldier;PID_M005_Irc_?????;Archer;---;Female;---;---;Default;---;---;9;0;23;6;0;12;7;1;0;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;25;10;1;14;8;5;4;2;5;4;26;11;2;15;8;6;5;2;5;4
Elusian Soldier;PID_M005_Irc_pltn1_????????;Axe Fighter;---;Male;---;---;Default;---;---;9;0;31;9;0;7;7;2;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;34;13;0;7;8;5;2;0;8;4;36;15;2;9;8;7;4;0;8;4
Elusian Soldier;PID_M005_Irc_pltn1_???;Martial Monk;---;Female;---;---;Default;---;---;8;0;21;3;4;7;7;2;7;2;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;23;6;8;8;8;5;12;2;4;4;24;7;9;10;8;7;13;2;4;4
Elusian Soldier;PID_M005_Irc_pltn1_????????;Sword Fighter;---;Female;---;---;Default;---;---;9;0;24;5;0;10;11;2;1;2;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;26;9;1;11;13;6;5;2;6;4;27;10;2;13;13;8;7;2;6;4
Elusian Soldier;PID_M005_Irc_pltn4_???????;Lance Armor;---;Male;---;---;Default;---;---;9;0;30;8;0;9;2;12;0;1;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;33;12;0;10;3;17;2;1;9;4;34;14;2;11;3;19;3;1;9;4
Elusian Soldier;PID_M005_Irc_pltn4_????????;Axe Fighter;---;Male;---;---;Default;---;---;9;0;31;9;0;7;7;2;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;34;13;0;7;8;5;2;0;8;4;36;15;2;9;8;7;4;0;8;4
Elusian Soldier;PID_M005_Irc_pltn4_?????;Archer;---;Female;---;---;Default;---;---;8;0;22;5;0;11;7;1;0;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;24;10;1;13;8;4;3;1;5;4;25;11;2;14;8;6;5;1;5;4
Elusian Soldier;PID_M005_Irc_pltn4_???;Mage;---;Female;---;---;Default;---;---;8;0;19;1;6;8;8;0;6;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;20;2;11;9;9;3;11;1;5;4;22;3;12;10;9;5;13;1;5;4
Elusian Soldier;PID_M005_Irc_trsr_????????;Sword Fighter;---;Male;---;---;Default;---;---;9;0;24;3;0;10;9;2;1;2;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;26;9;1;11;13;6;5;2;6;4;27;10;2;13;13;8;7;2;6;4
Elusian Soldier;PID_M005_Irc_trsr_????????;Axe Fighter;---;Male;---;---;Default;---;---;8;0;30;6;0;6;6;1;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;33;13;0;7;7;5;2;0;8;4;34;14;1;8;7;7;3;0;8;4
Elusian Soldier;PID_M005_Irc_trsr_???????;Lance Armor;---;Female;---;---;Default;---;---;9;0;30;6;0;9;2;12;0;1;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;33;12;0;10;3;17;2;1;9;4;34;14;2;11;3;19;3;1;9;4
Elusian Soldier;PID_M005_Irc_trsr_?????;Archer;---;Female;---;---;Default;---;---;9;0;23;4;0;12;7;1;0;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;25;10;1;14;8;5;4;2;5;4;26;11;2;15;8;6;5;2;5;4
Elusian Soldier;PID_M005_Irc_??????;Lance Cavalier;---;Female;---;---;Default;---;---;9;0;27;6;1;11;9;3;1;1;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;30;10;2;12;11;8;5;2;7;5;31;11;3;14;11;9;7;2;7;5
Elusian Soldier;PID_M005_Irc_???;Mage;---;Female;---;---;Default;---;---;8;0;19;1;6;8;8;0;6;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;20;2;11;9;9;3;11;1;5;4;22;3;12;10;9;5;13;1;5;4
Thief;PID_M005_???;Thief;---;Male;---;---;Default;---;---;9;0;23;3;0;9;9;2;1;2;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;25;7;2;11;13;5;5;2;5;5;26;8;3;12;13;6;6;2;5;5
Teronda;PID_M006_??;Barbarian;---;Male;---;---;Default;---;---;13;0;35;14;0;8;8;6;4;10;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Foe with Death Convo);(Hit/Avoid -10);---;Unbreakable;---;---;Boss of a band of thieves operating from a mountain stronghold. Has no morals where treasure is concerned.;38;18;1;9;10;12;7;10;11;4;40;21;2;11;10;15;9;10;11;4
Thief;PID_M006_??_????;Barbarian;---;Male;---;---;Default;---;---;9;0;31;10;0;3;7;1;0;0;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Foe with Death Convo);(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;34;14;0;4;8;5;2;0;11;4;35;15;2;5;8;6;4;0;11;4
Thief;PID_M006_??M;Barbarian;---;Male;---;---;Default;---;---;9;0;31;10;0;3;7;1;0;0;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;34;14;0;4;8;5;2;0;11;4;35;15;2;5;8;6;4;0;11;4
Thief;PID_M006_??F;Barbarian;---;Female;---;---;Default;---;---;9;0;31;9;0;3;7;1;0;0;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;34;13;0;4;8;5;2;0;11;4;35;14;2;5;8;6;4;0;11;4
Thief;PID_M006_???;Mage;---;Male;---;---;Default;---;---;10;0;20;1;9;8;8;0;7;2;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;21;3;12;10;9;4;12;2;5;4;23;4;13;11;9;6;14;2;5;4
Thief;PID_M006_?????;Archer;---;Male;---;---;Default;---;---;9;0;23;6;0;12;7;1;0;2;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;25;10;1;14;8;5;4;3;5;4;26;11;2;15;8;6;5;3;5;4
Thief;PID_M006_????????;Sword Fighter;---;Female;---;---;Default;---;---;9;0;24;5;0;10;11;2;0;3;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;26;9;1;11;13;6;4;3;6;4;27;10;2;13;13;8;6;3;6;4
Thief;PID_M006_???;Thief;---;Male;---;---;Default;---;---;9;0;23;4;0;10;13;2;1;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;25;7;2;12;13;5;5;3;5;5;26;8;3;13;13;6;6;3;5;5
Mitan;PID_S002_??_??;Barbarian;---;Female;---;---;Default;---;---;16;0;34;15;0;8;12;6;1;2;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Anchor, (Foe with Death Convo);(Hit/Avoid -10);Stalwart;Veteran+;---;---;The boss of a band of thieves in the borderlands who systematically rob every traveler who passes by.;42;19;1;8;11;8;4;2;12;4;41;22;3;11;16;11;8;2;12;4
Thief;PID_S002_??_????????;Sword Fighter;---;Male;---;---;Default;---;---;8;0;25;7;0;11;12;3;3;4;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;26;9;1;11;13;6;5;4;6;4;32;11;2;15;15;8;7;4;6;4
Thief;PID_S002_??_????????;Axe Fighter;---;Male;---;---;Default;---;---;8;0;33;10;0;7;7;4;1;1;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;34;13;0;7;8;5;2;1;8;4;36;17;2;9;11;7;4;1;8;4
Thief;PID_S002_??_???????;Axe Armor;---;Male;---;---;Default;---;---;8;0;32;8;0;10;3;13;0;3;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;33;12;0;10;3;17;2;3;9;4;34;14;2;11;5;21;3;3;9;4
Thief;PID_S002_??_???????_??;Axe Armor;---;Male;---;---;Default;---;---;3;0;27;5;0;4;2;11;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;28;7;0;8;2;13;1;2;8;4;28;11;1;8;2;17;1;2;8;4
Thief;PID_S002_??_?????;Archer;---;Female;---;---;Default;---;---;8;0;24;6;0;13;8;3;2;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;28;10;1;14;8;6;4;4;5;4;26;13;2;15;10;7;5;4;5;4
Thief;PID_S002_??_???;Mage;---;Female;---;---;Default;---;---;8;0;20;1;7;9;9;2;9;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;21;3;11;9;9;3;11;3;5;4;22;4;15;10;11;5;13;3;5;4
Thief;PID_S002_??_???_??;Martial Monk;---;Female;---;---;Default;---;---;8;0;23;3;5;8;8;4;10;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;23;6;9;9;8;6;12;5;4;4;24;8;11;10;10;7;14;5;4;4
Thief;PID_S002_??_???;Thief;---;Female;---;---;Default;---;---;8;0;25;6;0;13;12;6;3;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;27;10;2;16;14;10;5;4;5;5;26;11;3;17;16;10;6;4;5;5
Thief;PID_S002_??_???_2;Thief;---;Female;---;---;Default;---;---;8;0;25;6;0;13;12;6;3;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;27;10;2;16;14;10;5;4;5;5;26;11;3;17;16;10;6;4;5;5
Thief;PID_S002_??_???????_????;Axe Armor;---;Male;---;---;Default;---;---;8;0;30;8;0;10;3;13;0;3;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;An opportunist using the chaos of war as cover to steal.;33;12;0;10;3;17;2;3;9;4;34;15;2;11;4;20;3;3;9;4
